t,n,m,psa,grade_group,stage
pT4,pNX,cM1a,"greater than or equal to 10, but less than 20",5,IVB
pT4,pNX,cM1a,greater than or equal to 20,1,IVB
pT4,pNX,cM1a,greater than or equal to 20,2,IVB
pT4,pNX,cM1a,greater than or equal to 20,3,IVB
pT4,pNX,cM1a,greater than or equal to 20,4,IVB
pT4,pNX,cM1a,greater than or equal to 20,5,IVB
pT4,pNX,cM1b,less than 10,1,IVB
pT4,pNX,cM1b,less than 10,2,IVB
pT4,pNX,cM1b,less than 10,3,IVB
pT4,pNX,cM1b,less than 10,4,IVB
pT4,pNX,cM1b,less than 10,5,IVB
pT4,pNX,cM1b,"greater than or equal to 10, but less than 20",1,IVB
pT4,pNX,cM1b,"greater than or equal to 10, but less than 20",2,IVB
pT4,pNX,cM1b,"greater than or equal to 10, but less than 20",3,IVB
pT4,pNX,cM1b,"greater than or equal to 10, but less than 20",4,IVB
pT4,pNX,cM1b,"greater than or equal to 10, but less than 20",5,IVB
pT4,pNX,cM1b,greater than or equal to 20,1,IVB
pT4,pNX,cM1b,greater than or equal to 20,2,IVB
pT4,pNX,cM1b,greater than or equal to 20,3,IVB
pT4,pNX,cM1b,greater than or equal to 20,4,IVB
pT4,pNX,cM1b,greater than or equal to 20,5,IVB
pT4,pNX,cM1c,less than 10,1,IVB
pT4,pNX,cM1c,less than 10,2,IVB
pT4,pNX,cM1c,less than 10,3,IVB
pT4,pNX,cM1c,less than 10,4,IVB
pT4,pNX,cM1c,less than 10,5,IVB
pT4,pNX,cM1c,"greater than or equal to 10, but less than 20",1,IVB
pT4,pNX,cM1c,"greater than or equal to 10, but less than 20",2,IVB
pT4,pNX,cM1c,"greater than or equal to 10, but less than 20",3,IVB
pT4,pNX,cM1c,"greater than or equal to 10, but less than 20",4,IVB
pT4,pNX,cM1c,"greater than or equal to 10, but less than 20",5,IVB
pT4,pNX,cM1c,greater than or equal to 20,1,IVB
pT4,pNX,cM1c,greater than or equal to 20,2,IVB
pT4,pNX,cM1c,greater than or equal to 20,3,IVB
pT4,pNX,cM1c,greater than or equal to 20,4,IVB
pT4,pNX,cM1c,greater than or equal to 20,5,IVB
pT4,pNX,pM1,less than 10,1,IVB
pT4,pNX,pM1,less than 10,2,IVB
pT4,pNX,pM1,less than 10,3,IVB
pT4,pNX,pM1,less than 10,4,IVB
pT4,pNX,pM1,less than 10,5,IVB
pT4,pNX,pM1,"greater than or equal to 10, but less than 20",1,IVB
pT4,pNX,pM1,"greater than or equal to 10, but less than 20",2,IVB
pT4,pNX,pM1,"greater than or equal to 10, but less than 20",3,IVB
pT4,pNX,pM1,"greater than or equal to 10, but less than 20",4,IVB
pT4,pNX,pM1,"greater than or equal to 10, but less than 20",5,IVB
pT4,pNX,pM1,greater than or equal to 20,1,IVB
pT4,pNX,pM1,greater than or equal to 20,2,IVB
pT4,pNX,pM1,greater than or equal to 20,3,IVB
pT4,pNX,pM1,greater than or equal to 20,4,IVB
pT4,pNX,pM1,greater than or equal to 20,5,IVB
pT4,pNX,pM1a,less than 10,1,IVB
pT4,pNX,pM1a,less than 10,2,IVB
pT4,pNX,pM1a,less than 10,3,IVB
pT4,pNX,pM1a,less than 10,4,IVB
pT4,pNX,pM1a,less than 10,5,IVB
pT4,pNX,pM1a,"greater than or equal to 10, but less than 20",1,IVB
pT4,pNX,pM1a,"greater than or equal to 10, but less than 20",2,IVB
pT4,pNX,pM1a,"greater than or equal to 10, but less than 20",3,IVB
pT4,pNX,pM1a,"greater than or equal to 10, but less than 20",4,IVB
pT4,pNX,pM1a,"greater than or equal to 10, but less than 20",5,IVB
pT4,pNX,pM1a,greater than or equal to 20,1,IVB
pT4,pNX,pM1a,greater than or equal to 20,2,IVB
pT4,pNX,pM1a,greater than or equal to 20,3,IVB
pT4,pNX,pM1a,greater than or equal to 20,4,IVB
pT4,pNX,pM1a,greater than or equal to 20,5,IVB
pT4,pNX,pM1b,less than 10,1,IVB
pT4,pNX,pM1b,less than 10,2,IVB
pT4,pNX,pM1b,less than 10,3,IVB
pT4,pNX,pM1b,less than 10,4,IVB
pT4,pNX,pM1b,less than 10,5,IVB
pT4,pNX,pM1b,"greater than or equal to 10, but less than 20",1,IVB
pT4,pNX,pM1b,"greater than or equal to 10, but less than 20",2,IVB
pT4,pNX,pM1b,"greater than or equal to 10, but less than 20",3,IVB
pT4,pNX,pM1b,"greater than or equal to 10, but less than 20",4,IVB
pT4,pNX,pM1b,"greater than or equal to 10, but less than 20",5,IVB
pT4,pNX,pM1b,greater than or equal to 20,1,IVB
pT4,pNX,pM1b,greater than or equal to 20,2,IVB
pT4,pNX,pM1b,greater than or equal to 20,3,IVB
pT4,pNX,pM1b,greater than or equal to 20,4,IVB
pT4,pNX,pM1b,greater than or equal to 20,5,IVB
pT4,pNX,pM1c,less than 10,1,IVB
pT4,pNX,pM1c,less than 10,2,IVB
pT4,pNX,pM1c,less than 10,3,IVB
pT4,pNX,pM1c,less than 10,4,IVB
pT4,pNX,pM1c,less than 10,5,IVB
pT4,pNX,pM1c,"greater than or equal to 10, but less than 20",1,IVB
pT4,pNX,pM1c,"greater than or equal to 10, but less than 20",2,IVB
pT4,pNX,pM1c,"greater than or equal to 10, but less than 20",3,IVB
pT4,pNX,pM1c,"greater than or equal to 10, but less than 20",4,IVB
pT4,pNX,pM1c,"greater than or equal to 10, but less than 20",5,IVB
pT4,pNX,pM1c,greater than or equal to 20,1,IVB
pT4,pNX,pM1c,greater than or equal to 20,2,IVB
pT4,pNX,pM1c,greater than or equal to 20,3,IVB
pT4,pNX,pM1c,greater than or equal to 20,4,IVB
pT4,pNX,pM1c,greater than or equal to 20,5,IVB
pT4,pN0,cM1,less than 10,1,IVB
pT4,pN0,cM1,less than 10,2,IVB
pT4,pN0,cM1,less than 10,3,IVB
pT4,pN0,cM1,less than 10,4,IVB
pT4,pN0,cM1,less than 10,5,IVB
pT4,pN0,cM1,"greater than or equal to 10, but less than 20",1,IVB
pT4,pN0,cM1,"greater than or equal to 10, but less than 20",2,IVB
pT4,pN0,cM1,"greater than or equal to 10, but less than 20",3,IVB
pT4,pN0,cM1,"greater than or equal to 10, but less than 20",4,IVB
pT4,pN0,cM1,"greater than or equal to 10, but less than 20",5,IVB
pT4,pN0,cM1,greater than or equal to 20,1,IVB
pT4,pN0,cM1,greater than or equal to 20,2,IVB
pT4,pN0,cM1,greater than or equal to 20,3,IVB
pT4,pN0,cM1,greater than or equal to 20,4,IVB
pT4,pN0,cM1,greater than or equal to 20,5,IVB
pT4,pN0,cM1a,less than 10,1,IVB
pT4,pN0,cM1a,less than 10,2,IVB
pT4,pN0,cM1a,less than 10,3,IVB
pT4,pN0,cM1a,less than 10,4,IVB
pT4,pN0,cM1a,less than 10,5,IVB
pT4,pN0,cM1a,"greater than or equal to 10, but less than 20",1,IVB
pT4,pN0,cM1a,"greater than or equal to 10, but less than 20",2,IVB
pT4,pN0,cM1a,"greater than or equal to 10, but less than 20",3,IVB
pT4,pN0,cM1a,"greater than or equal to 10, but less than 20",4,IVB
pT4,pN0,cM1a,"greater than or equal to 10, but less than 20",5,IVB
pT4,pN0,cM1a,greater than or equal to 20,1,IVB
pT4,pN0,cM1a,greater than or equal to 20,2,IVB
pT4,pN0,cM1a,greater than or equal to 20,3,IVB
pT4,pN0,cM1a,greater than or equal to 20,4,IVB
pT4,pN0,cM1a,greater than or equal to 20,5,IVB
pT4,pN0,cM1b,less than 10,1,IVB
pT4,pN0,cM1b,less than 10,2,IVB
pT4,pN0,cM1b,less than 10,3,IVB
pT4,pN0,cM1b,less than 10,4,IVB
pT4,pN0,cM1b,less than 10,5,IVB
pT4,pN0,cM1b,"greater than or equal to 10, but less than 20",1,IVB
pT4,pN0,cM1b,"greater than or equal to 10, but less than 20",2,IVB
pT4,pN0,cM1b,"greater than or equal to 10, but less than 20",3,IVB
pT4,pN0,cM1b,"greater than or equal to 10, but less than 20",4,IVB
pT4,pN0,cM1b,"greater than or equal to 10, but less than 20",5,IVB
pT4,pN0,cM1b,greater than or equal to 20,1,IVB
pT4,pN0,cM1b,greater than or equal to 20,2,IVB
pT4,pN0,cM1b,greater than or equal to 20,3,IVB
pT4,pN0,cM1b,greater than or equal to 20,4,IVB
pT4,pN0,cM1b,greater than or equal to 20,5,IVB
pT4,pN0,cM1c,less than 10,1,IVB
pT4,pN0,cM1c,less than 10,2,IVB
pT4,pN0,cM1c,less than 10,3,IVB
pT4,pN0,cM1c,less than 10,4,IVB
pT4,pN0,cM1c,less than 10,5,IVB
pT4,pN0,cM1c,"greater than or equal to 10, but less than 20",1,IVB
pT4,pN0,cM1c,"greater than or equal to 10, but less than 20",2,IVB
pT4,pN0,cM1c,"greater than or equal to 10, but less than 20",3,IVB
pT4,pN0,cM1c,"greater than or equal to 10, but less than 20",4,IVB
pT4,pN0,cM1c,"greater than or equal to 10, but less than 20",5,IVB
pT4,pN0,cM1c,greater than or equal to 20,1,IVB
pT4,pN0,cM1c,greater than or equal to 20,2,IVB
pT4,pN0,cM1c,greater than or equal to 20,3,IVB
pT4,pN0,cM1c,greater than or equal to 20,4,IVB
pT4,pN0,cM1c,greater than or equal to 20,5,IVB
pT4,pN0,pM1,less than 10,1,IVB
pT4,pN0,pM1,less than 10,2,IVB
pT4,pN0,pM1,less than 10,3,IVB
pT4,pN0,pM1,less than 10,4,IVB
pT4,pN0,pM1,less than 10,5,IVB
pT4,pN0,pM1,"greater than or equal to 10, but less than 20",1,IVB
pT4,pN0,pM1,"greater than or equal to 10, but less than 20",2,IVB
pT4,pN0,pM1,"greater than or equal to 10, but less than 20",3,IVB
pT4,pN0,pM1,"greater than or equal to 10, but less than 20",4,IVB
pT4,pN0,pM1,"greater than or equal to 10, but less than 20",5,IVB
pT4,pN0,pM1,greater than or equal to 20,1,IVB
pT4,pN0,pM1,greater than or equal to 20,2,IVB
pT4,pN0,pM1,greater than or equal to 20,3,IVB
pT4,pN0,pM1,greater than or equal to 20,4,IVB
pT4,pN0,pM1,greater than or equal to 20,5,IVB
pT4,pN0,pM1a,less than 10,1,IVB
pT4,pN0,pM1a,less than 10,2,IVB
pT4,pN0,pM1a,less than 10,3,IVB
pT4,pN0,pM1a,less than 10,4,IVB
pT4,pN0,pM1a,less than 10,5,IVB
pT4,pN0,pM1a,"greater than or equal to 10, but less than 20",1,IVB
pT4,pN0,pM1a,"greater than or equal to 10, but less than 20",2,IVB
pT4,pN0,pM1a,"greater than or equal to 10, but less than 20",3,IVB
pT4,pN0,pM1a,"greater than or equal to 10, but less than 20",4,IVB
pT4,pN0,pM1a,"greater than or equal to 10, but less than 20",5,IVB
pT4,pN0,pM1a,greater than or equal to 20,1,IVB
pT4,pN0,pM1a,greater than or equal to 20,2,IVB
pT4,pN0,pM1a,greater than or equal to 20,3,IVB
pT4,pN0,pM1a,greater than or equal to 20,4,IVB
pT4,pN0,pM1a,greater than or equal to 20,5,IVB
pT4,pN0,pM1b,less than 10,1,IVB
pT4,pN0,pM1b,less than 10,2,IVB
pT4,pN0,pM1b,less than 10,3,IVB
pT4,pN0,pM1b,less than 10,4,IVB
pT4,pN0,pM1b,less than 10,5,IVB
pT4,pN0,pM1b,"greater than or equal to 10, but less than 20",1,IVB
pT4,pN0,pM1b,"greater than or equal to 10, but less than 20",2,IVB
pT4,pN0,pM1b,"greater than or equal to 10, but less than 20",3,IVB
pT4,pN0,pM1b,"greater than or equal to 10, but less than 20",4,IVB
pT4,pN0,pM1b,"greater than or equal to 10, but less than 20",5,IVB
pT4,pN0,pM1b,greater than or equal to 20,1,IVB
pT4,pN0,pM1b,greater than or equal to 20,2,IVB
pT4,pN0,pM1b,greater than or equal to 20,3,IVB
pT4,pN0,pM1b,greater than or equal to 20,4,IVB
pT4,pN0,pM1b,greater than or equal to 20,5,IVB
pT4,pN0,pM1c,less than 10,1,IVB
pT4,pN0,pM1c,less than 10,2,IVB
pT4,pN0,pM1c,less than 10,3,IVB
pT4,pN0,pM1c,less than 10,4,IVB
pT4,pN0,pM1c,less than 10,5,IVB
pT4,pN0,pM1c,"greater than or equal to 10, but less than 20",1,IVB
pT4,pN0,pM1c,"greater than or equal to 10, but less than 20",2,IVB
pT4,pN0,pM1c,"greater than or equal to 10, but less than 20",3,IVB
pT4,pN0,pM1c,"greater than or equal to 10, but less than 20",4,IVB
pT4,pN0,pM1c,"greater than or equal to 10, but less than 20",5,IVB
pT4,pN0,pM1c,greater than or equal to 20,1,IVB
pT4,pN0,pM1c,greater than or equal to 20,2,IVB
pT4,pN0,pM1c,greater than or equal to 20,3,IVB
pT4,pN0,pM1c,greater than or equal to 20,4,IVB
pT4,pN0,pM1c,greater than or equal to 20,5,IVB
pT4,pN1,cM1,less than 10,1,IVB
pT4,pN1,cM1,less than 10,2,IVB
pT4,pN1,cM1,less than 10,3,IVB
pT4,pN1,cM1,less than 10,4,IVB
pT4,pN1,cM1,less than 10,5,IVB
pT4,pN1,cM1,"greater than or equal to 10, but less than 20",1,IVB
pT4,pN1,cM1,"greater than or equal to 10, but less than 20",2,IVB
pT4,pN1,cM1,"greater than or equal to 10, but less than 20",3,IVB
pT4,pN1,cM1,"greater than or equal to 10, but less than 20",4,IVB
pT4,pN1,cM1,"greater than or equal to 10, but less than 20",5,IVB
pT4,pN1,cM1,greater than or equal to 20,1,IVB
pT4,pN1,cM1,greater than or equal to 20,2,IVB
pT4,pN1,cM1,greater than or equal to 20,3,IVB
pT4,pN1,cM1,greater than or equal to 20,4,IVB
pT4,pN1,cM1,greater than or equal to 20,5,IVB
pT4,pN1,cM1a,less than 10,1,IVB
pT4,pN1,cM1a,less than 10,2,IVB
pT4,pN1,cM1a,less than 10,3,IVB
pT4,pN1,cM1a,less than 10,4,IVB
pT4,pN1,cM1a,less than 10,5,IVB
pT4,pN1,cM1a,"greater than or equal to 10, but less than 20",1,IVB
pT4,pN1,cM1a,"greater than or equal to 10, but less than 20",2,IVB
pT4,pN1,cM1a,"greater than or equal to 10, but less than 20",3,IVB
pT4,pN1,cM1a,"greater than or equal to 10, but less than 20",4,IVB
pT4,pN1,cM1a,"greater than or equal to 10, but less than 20",5,IVB
pT4,pN1,cM1a,greater than or equal to 20,1,IVB
pT4,pN1,cM1a,greater than or equal to 20,2,IVB
pT4,pN1,cM1a,greater than or equal to 20,3,IVB
pT4,pN1,cM1a,greater than or equal to 20,4,IVB
pT4,pN1,cM1a,greater than or equal to 20,5,IVB
pT4,pN1,cM1b,less than 10,1,IVB
pT4,pN1,cM1b,less than 10,2,IVB
pT4,pN1,cM1b,less than 10,3,IVB
pT4,pN1,cM1b,less than 10,4,IVB
pT4,pN1,cM1b,less than 10,5,IVB
pT4,pN1,cM1b,"greater than or equal to 10, but less than 20",1,IVB
pT4,pN1,cM1b,"greater than or equal to 10, but less than 20",2,IVB
pT4,pN1,cM1b,"greater than or equal to 10, but less than 20",3,IVB
pT4,pN1,cM1b,"greater than or equal to 10, but less than 20",4,IVB
pT4,pN1,cM1b,"greater than or equal to 10, but less than 20",5,IVB
pT4,pN1,cM1b,greater than or equal to 20,1,IVB
pT4,pN1,cM1b,greater than or equal to 20,2,IVB
pT4,pN1,cM1b,greater than or equal to 20,3,IVB
pT4,pN1,cM1b,greater than or equal to 20,4,IVB
pT4,pN1,cM1b,greater than or equal to 20,5,IVB
pT4,pN1,cM1c,less than 10,1,IVB
pT4,pN1,cM1c,less than 10,2,IVB
pT4,pN1,cM1c,less than 10,3,IVB
pT4,pN1,cM1c,less than 10,4,IVB
pT4,pN1,cM1c,less than 10,5,IVB
pT4,pN1,cM1c,"greater than or equal to 10, but less than 20",1,IVB
pT4,pN1,cM1c,"greater than or equal to 10, but less than 20",2,IVB
pT4,pN1,cM1c,"greater than or equal to 10, but less than 20",3,IVB
pT4,pN1,cM1c,"greater than or equal to 10, but less than 20",4,IVB
pT4,pN1,cM1c,"greater than or equal to 10, but less than 20",5,IVB
pT4,pN1,cM1c,greater than or equal to 20,1,IVB
pT4,pN1,cM1c,greater than or equal to 20,2,IVB
pT4,pN1,cM1c,greater than or equal to 20,3,IVB
pT4,pN1,cM1c,greater than or equal to 20,4,IVB
pT4,pN1,cM1c,greater than or equal to 20,5,IVB
pT4,pN1,pM1,less than 10,1,IVB
pT4,pN1,pM1,less than 10,2,IVB
pT4,pN1,pM1,less than 10,3,IVB
pT4,pN1,pM1,less than 10,4,IVB
pT4,pN1,pM1,less than 10,5,IVB
pT4,pN1,pM1,"greater than or equal to 10, but less than 20",1,IVB
pT4,pN1,pM1,"greater than or equal to 10, but less than 20",2,IVB
pT4,pN1,pM1,"greater than or equal to 10, but less than 20",3,IVB
pT4,pN1,pM1,"greater than or equal to 10, but less than 20",4,IVB
pT4,pN1,pM1,"greater than or equal to 10, but less than 20",5,IVB
pT4,pN1,pM1,greater than or equal to 20,1,IVB
pT4,pN1,pM1,greater than or equal to 20,2,IVB
pT4,pN1,pM1,greater than or equal to 20,3,IVB
pT4,pN1,pM1,greater than or equal to 20,4,IVB
pT4,pN1,pM1,greater than or equal to 20,5,IVB
pT4,pN1,pM1a,less than 10,1,IVB
pT4,pN1,pM1a,less than 10,2,IVB
pT4,pN1,pM1a,less than 10,3,IVB
pT4,pN1,pM1a,less than 10,4,IVB
pT4,pN1,pM1a,less than 10,5,IVB
pT4,pN1,pM1a,"greater than or equal to 10, but less than 20",1,IVB
pT4,pN1,pM1a,"greater than or equal to 10, but less than 20",2,IVB
pT4,pN1,pM1a,"greater than or equal to 10, but less than 20",3,IVB
pT4,pN1,pM1a,"greater than or equal to 10, but less than 20",4,IVB
pT4,pN1,pM1a,"greater than or equal to 10, but less than 20",5,IVB
pT4,pN1,pM1a,greater than or equal to 20,1,IVB
pT4,pN1,pM1a,greater than or equal to 20,2,IVB
pT4,pN1,pM1a,greater than or equal to 20,3,IVB
pT4,pN1,pM1a,greater than or equal to 20,4,IVB
pT4,pN1,pM1a,greater than or equal to 20,5,IVB
pT4,pN1,pM1b,less than 10,1,IVB
pT4,pN1,pM1b,less than 10,2,IVB
pT4,pN1,pM1b,less than 10,3,IVB
pT4,pN1,pM1b,less than 10,4,IVB
pT4,pN1,pM1b,less than 10,5,IVB
pT4,pN1,pM1b,"greater than or equal to 10, but less than 20",1,IVB
pT4,pN1,pM1b,"greater than or equal to 10, but less than 20",2,IVB
pT4,pN1,pM1b,"greater than or equal to 10, but less than 20",3,IVB
pT4,pN1,pM1b,"greater than or equal to 10, but less than 20",4,IVB
pT4,pN1,pM1b,"greater than or equal to 10, but less than 20",5,IVB
pT4,pN1,pM1b,greater than or equal to 20,1,IVB
pT4,pN1,pM1b,greater than or equal to 20,2,IVB
pT4,pN1,pM1b,greater than or equal to 20,3,IVB
pT4,pN1,pM1b,greater than or equal to 20,4,IVB
pT4,pN1,pM1b,greater than or equal to 20,5,IVB
pT4,pN1,pM1c,less than 10,1,IVB
pT4,pN1,pM1c,less than 10,2,IVB
pT4,pN1,pM1c,less than 10,3,IVB
pT4,pN1,pM1c,less than 10,4,IVB
pT4,pN1,pM1c,less than 10,5,IVB
pT4,pN1,pM1c,"greater than or equal to 10, but less than 20",1,IVB
pT4,pN1,pM1c,"greater than or equal to 10, but less than 20",2,IVB
pT4,pN1,pM1c,"greater than or equal to 10, but less than 20",3,IVB
pT4,pN1,pM1c,"greater than or equal to 10, but less than 20",4,IVB
pT4,pN1,pM1c,"greater than or equal to 10, but less than 20",5,IVB
pT4,pN1,pM1c,greater than or equal to 20,1,IVB
pT4,pN1,pM1c,greater than or equal to 20,2,IVB
pT4,pN1,pM1c,greater than or equal to 20,3,IVB
pT4,pN1,pM1c,greater than or equal to 20,4,IVB
pT4,pN1,pM1c,greater than or equal to 20,5,IVB
cTX,cNX,pM1,less than 10,1,IVB
cTX,cNX,pM1,less than 10,2,IVB
cTX,cNX,pM1,less than 10,3,IVB
cTX,cNX,pM1,less than 10,4,IVB
cTX,cNX,pM1,less than 10,5,IVB
cTX,cNX,pM1,"greater than or equal to 10, but less than 20",1,IVB
cTX,cNX,pM1,"greater than or equal to 10, but less than 20",2,IVB
cTX,cNX,pM1,"greater than or equal to 10, but less than 20",3,IVB
cTX,cNX,pM1,"greater than or equal to 10, but less than 20",4,IVB
cTX,cNX,pM1,"greater than or equal to 10, but less than 20",5,IVB
cTX,cNX,pM1,greater than or equal to 20,1,IVB
cTX,cNX,pM1,greater than or equal to 20,2,IVB
cTX,cNX,pM1,greater than or equal to 20,3,IVB
cTX,cNX,pM1,greater than or equal to 20,4,IVB
cTX,cNX,pM1,greater than or equal to 20,5,IVB
cTX,cNX,pM1a,less than 10,1,IVB
cTX,cNX,pM1a,less than 10,2,IVB
cTX,cNX,pM1a,less than 10,3,IVB
cTX,cNX,pM1a,less than 10,4,IVB
cTX,cNX,pM1a,less than 10,5,IVB
cTX,cNX,pM1a,"greater than or equal to 10, but less than 20",1,IVB
cTX,cNX,pM1a,"greater than or equal to 10, but less than 20",2,IVB
cTX,cNX,pM1a,"greater than or equal to 10, but less than 20",3,IVB
cTX,cNX,pM1a,"greater than or equal to 10, but less than 20",4,IVB
cTX,cNX,pM1a,"greater than or equal to 10, but less than 20",5,IVB
cTX,cNX,pM1a,greater than or equal to 20,1,IVB
cTX,cNX,pM1a,greater than or equal to 20,2,IVB
cTX,cNX,pM1a,greater than or equal to 20,3,IVB
cTX,cNX,pM1a,greater than or equal to 20,4,IVB
cTX,cNX,pM1a,greater than or equal to 20,5,IVB
cTX,cNX,pM1b,less than 10,1,IVB
cTX,cNX,pM1b,less than 10,2,IVB
cTX,cNX,pM1b,less than 10,3,IVB
cTX,cNX,pM1b,less than 10,4,IVB
cTX,cNX,pM1b,less than 10,5,IVB
cTX,cNX,pM1b,"greater than or equal to 10, but less than 20",1,IVB
cTX,cNX,pM1b,"greater than or equal to 10, but less than 20",2,IVB
cTX,cNX,pM1b,"greater than or equal to 10, but less than 20",3,IVB
cTX,cNX,pM1b,"greater than or equal to 10, but less than 20",4,IVB
cTX,cNX,pM1b,"greater than or equal to 10, but less than 20",5,IVB
cTX,cNX,pM1b,greater than or equal to 20,1,IVB
cTX,cNX,pM1b,greater than or equal to 20,2,IVB
cTX,cNX,pM1b,greater than or equal to 20,3,IVB
cTX,cNX,pM1b,greater than or equal to 20,4,IVB
cTX,cNX,pM1b,greater than or equal to 20,5,IVB
cTX,cNX,pM1c,less than 10,1,IVB
cTX,cNX,pM1c,less than 10,2,IVB
cTX,cNX,pM1c,less than 10,3,IVB
cTX,cNX,pM1c,less than 10,4,IVB
cTX,cNX,pM1c,less than 10,5,IVB
cTX,cNX,pM1c,"greater than or equal to 10, but less than 20",1,IVB
cTX,cNX,pM1c,"greater than or equal to 10, but less than 20",2,IVB
cTX,cNX,pM1c,"greater than or equal to 10, but less than 20",3,IVB
cTX,cNX,pM1c,"greater than or equal to 10, but less than 20",4,IVB
cTX,cNX,pM1c,"greater than or equal to 10, but less than 20",5,IVB
cTX,cNX,pM1c,greater than or equal to 20,1,IVB
cTX,cNX,pM1c,greater than or equal to 20,2,IVB
cTX,cNX,pM1c,greater than or equal to 20,3,IVB
cTX,cNX,pM1c,greater than or equal to 20,4,IVB
cTX,cNX,pM1c,greater than or equal to 20,5,IVB
cTX,cN0,pM1,less than 10,1,IVB
cTX,cN0,pM1,less than 10,2,IVB
cTX,cN0,pM1,less than 10,3,IVB
cTX,cN0,pM1,less than 10,4,IVB
cTX,cN0,pM1,less than 10,5,IVB
cTX,cN0,pM1,"greater than or equal to 10, but less than 20",1,IVB
cTX,cN0,pM1,"greater than or equal to 10, but less than 20",2,IVB
cTX,cN0,pM1,"greater than or equal to 10, but less than 20",3,IVB
cTX,cN0,pM1,"greater than or equal to 10, but less than 20",4,IVB
cTX,cN0,pM1,"greater than or equal to 10, but less than 20",5,IVB
cTX,cN0,pM1,greater than or equal to 20,1,IVB
cTX,cN0,pM1,greater than or equal to 20,2,IVB
cTX,cN0,pM1,greater than or equal to 20,3,IVB
cTX,cN0,pM1,greater than or equal to 20,4,IVB
cTX,cN0,pM1,greater than or equal to 20,5,IVB
cTX,cN0,pM1a,less than 10,1,IVB
cTX,cN0,pM1a,less than 10,2,IVB
cTX,cN0,pM1a,less than 10,3,IVB
cTX,cN0,pM1a,less than 10,4,IVB
cTX,cN0,pM1a,less than 10,5,IVB
cTX,cN0,pM1a,"greater than or equal to 10, but less than 20",1,IVB
cTX,cN0,pM1a,"greater than or equal to 10, but less than 20",2,IVB
cTX,cN0,pM1a,"greater than or equal to 10, but less than 20",3,IVB
cTX,cN0,pM1a,"greater than or equal to 10, but less than 20",4,IVB
cTX,cN0,pM1a,"greater than or equal to 10, but less than 20",5,IVB
cTX,cN0,pM1a,greater than or equal to 20,1,IVB
cTX,cN0,pM1a,greater than or equal to 20,2,IVB
cTX,cN0,pM1a,greater than or equal to 20,3,IVB
cTX,cN0,pM1a,greater than or equal to 20,4,IVB
cTX,cN0,pM1a,greater than or equal to 20,5,IVB
cTX,cN0,pM1b,less than 10,1,IVB
cTX,cN0,pM1b,less than 10,2,IVB
cTX,cN0,pM1b,less than 10,3,IVB
cTX,cN0,pM1b,less than 10,4,IVB
cTX,cN0,pM1b,less than 10,5,IVB
cTX,cN0,pM1b,"greater than or equal to 10, but less than 20",1,IVB
cTX,cN0,pM1b,"greater than or equal to 10, but less than 20",2,IVB
cTX,cN0,pM1b,"greater than or equal to 10, but less than 20",3,IVB
cTX,cN0,pM1b,"greater than or equal to 10, but less than 20",4,IVB
cTX,cN0,pM1b,"greater than or equal to 10, but less than 20",5,IVB
cTX,cN0,pM1b,greater than or equal to 20,1,IVB
cTX,cN0,pM1b,greater than or equal to 20,2,IVB
cTX,cN0,pM1b,greater than or equal to 20,3,IVB
cTX,cN0,pM1b,greater than or equal to 20,4,IVB
cTX,cN0,pM1b,greater than or equal to 20,5,IVB
cTX,cN0,pM1c,less than 10,1,IVB
cTX,cN0,pM1c,less than 10,2,IVB
cTX,cN0,pM1c,less than 10,3,IVB
cTX,cN0,pM1c,less than 10,4,IVB
cTX,cN0,pM1c,less than 10,5,IVB
cTX,cN0,pM1c,"greater than or equal to 10, but less than 20",1,IVB
cTX,cN0,pM1c,"greater than or equal to 10, but less than 20",2,IVB
cTX,cN0,pM1c,"greater than or equal to 10, but less than 20",3,IVB
cTX,cN0,pM1c,"greater than or equal to 10, but less than 20",4,IVB
cTX,cN0,pM1c,"greater than or equal to 10, but less than 20",5,IVB
cTX,cN0,pM1c,greater than or equal to 20,1,IVB
cTX,cN0,pM1c,greater than or equal to 20,2,IVB
cTX,cN0,pM1c,greater than or equal to 20,3,IVB
cTX,cN0,pM1c,greater than or equal to 20,4,IVB
cTX,cN0,pM1c,greater than or equal to 20,5,IVB
cTX,cN1,pM1,less than 10,1,IVB
cTX,cN1,pM1,less than 10,2,IVB
cTX,cN1,pM1,less than 10,3,IVB
cTX,cN1,pM1,less than 10,4,IVB
cTX,cN1,pM1,less than 10,5,IVB
cTX,cN1,pM1,"greater than or equal to 10, but less than 20",1,IVB
cTX,cN1,pM1,"greater than or equal to 10, but less than 20",2,IVB
cTX,cN1,pM1,"greater than or equal to 10, but less than 20",3,IVB
cTX,cN1,pM1,"greater than or equal to 10, but less than 20",4,IVB
cTX,cN1,pM1,"greater than or equal to 10, but less than 20",5,IVB
cTX,cN1,pM1,greater than or equal to 20,1,IVB
cTX,cN1,pM1,greater than or equal to 20,2,IVB
cTX,cN1,pM1,greater than or equal to 20,3,IVB
cTX,cN1,pM1,greater than or equal to 20,4,IVB
cTX,cN1,pM1,greater than or equal to 20,5,IVB
cTX,cN1,pM1a,less than 10,1,IVB
cTX,cN1,pM1a,less than 10,2,IVB
cTX,cN1,pM1a,less than 10,3,IVB
cTX,cN1,pM1a,less than 10,4,IVB
cTX,cN1,pM1a,less than 10,5,IVB
